season,week,player_id,player_name,team,position,fantasy_points,projected_points,prev_week_points,last_3_avg,season_avg,fantasy_stdev,efficiency_ratio,boom_weeks,bust_weeks,high_ceiling_weeks,low_floor_weeks,fantasy_z_score,momentum,positional_avg_fantasy_points,cumulative_fantasy_points
2024,9,4047646,A.J. Brown,PHI,WR,5.6,17.66,13.4,18.966666666666665,9.975,11.09011786617772,0.31710079275198183,0.0,0.0,0.0,0.0,-0.394495356387756,-13.366666666666665,10.096716917922947,85.4
2024,10,4047646,A.J. Brown,PHI,WR,15.9,15.12,5.6,12.966666666666667,9.488888888888889,10.475858490410756,1.0515873015873016,0.0,1.0,0.0,0.0,0.6119890906296247,2.9333333333333336,10.096716917922947,101.3
2024,11,4047646,A.J. Brown,PHI,WR,11.5,15.58,15.9,11.633333333333333,10.129999999999999,10.082663889623175,0.7381258023106547,0.0,0.0,0.0,0.0,0.13587678960616456,-0.13333333333333286,10.096716917922947,112.8
2024,12,4047646,A.J. Brown,PHI,WR,22.9,16.3,11.5,11.0,10.254545454545454,9.574169795482389,1.4049079754601226,0.0,0.0,0.0,0.0,1.3207886235129602,11.899999999999999,10.096716917922947,135.7
2024,13,4047646,A.J. Brown,PHI,WR,11.6,18.17,22.9,16.766666666666666,11.308333333333332,9.831439211514098,0.6384149697303246,1.0,0.0,1.0,0.0,0.02966673143084506,-5.166666666666666,10.096716917922947,147.29999999999998
2024,14,4047646,A.J. Brown,PHI,WR,8.3,15.25,11.6,15.333333333333334,11.33076923076923,9.413234001073933,0.5442622950819672,0.0,0.0,0.0,0.0,-0.3219689673520764,-7.033333333333333,10.096716917922947,155.6
2024,15,4047646,A.J. Brown,PHI,WR,25.0,14.84,8.3,14.266666666666666,11.114285714285714,9.08014377578962,1.6846361185983827,0.0,0.0,0.0,0.0,1.5292394733591943,10.733333333333334,10.096716917922947,180.6
2024,16,4047646,A.J. Brown,PHI,WR,23.7,16.09,25.0,14.966666666666667,12.04,9.455897630579551,1.4729645742697328,1.0,0.0,1.0,0.0,1.2330928755290849,8.733333333333333,10.096716917922947,204.29999999999998
2024,17,4047646,A.J. Brown,PHI,WR,12.6,17.19,23.7,19.0,12.768749999999999,9.589071470516144,0.7329842931937172,1.0,0.0,1.0,0.0,-0.017598158541091372,-6.4,10.096716917922947,216.9
2024,1,4047650,DK Metcalf,SEA,WR,5.9,13.94,0.0,20.433333333333334,12.758823529411766,9.28466873557758,0.42324246771879487,0.0,0.0,0.0,0.0,-0.7387257127580322,-14.533333333333333,10.096716917922947,5.9
2024,2,4047650,DK Metcalf,SEA,WR,28.9,13.97,5.9,5.9,5.9,0.0,2.068718682891911,0.0,1.0,0.0,0.0,0.0,23.0,10.096716917922947,34.8
2024,3,4047650,DK Metcalf,SEA,WR,20.4,14.32,28.9,17.4,17.4,16.263455967290593,1.424581005586592,1.0,0.0,1.0,0.0,0.1844626385704037,3.0,10.096716917922947,55.199999999999996
